,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name
0,0.412,0.885,2,-3.812,1,0.0578,0.00157,0.0,0.132,0.569,90.027,audio_features,6sz0Rbp0MbQDIZDz6p5a3O,spotify:track:6sz0Rbp0MbQDIZDz6p5a3O,https://api.spotify.com/v1/tracks/6sz0Rbp0MbQDIZDz6p5a3O,https://api.spotify.com/v1/audio-analysis/6sz0Rbp0MbQDIZDz6p5a3O,266227,4,うらがわの存在
0,0.318,0.902,1,-4.605,1,0.131,0.0116,0.0,0.393,0.437,199.844,audio_features,7vBX6cVsCPFSx2C58hpZ4f,spotify:track:7vBX6cVsCPFSx2C58hpZ4f,https://api.spotify.com/v1/tracks/7vBX6cVsCPFSx2C58hpZ4f,https://api.spotify.com/v1/audio-analysis/7vBX6cVsCPFSx2C58hpZ4f,240285,4,Cry Baby
0,0.791,0.595,10,-8.58,1,0.0338,0.385,0.0,0.163,0.676,99.996,audio_features,0iOGDICJeFjwB6OHaa04WR,spotify:track:0iOGDICJeFjwB6OHaa04WR,https://api.spotify.com/v1/tracks/0iOGDICJeFjwB6OHaa04WR,https://api.spotify.com/v1/audio-analysis/0iOGDICJeFjwB6OHaa04WR,249845,4,リセット
0,0.623,0.541,8,-8.495,0,0.0408,0.014,0.00616,0.106,0.338,127.979,audio_features,4hWhNL4cLfhLrt4Un3pdMG,spotify:track:4hWhNL4cLfhLrt4Un3pdMG,https://api.spotify.com/v1/tracks/4hWhNL4cLfhLrt4Un3pdMG,https://api.spotify.com/v1/audio-analysis/4hWhNL4cLfhLrt4Un3pdMG,293520,4,Break
0,0.605,0.859,5,-4.436,0,0.175,0.495,7.71e-05,0.389,0.705,123.976,audio_features,3doxURNybgE4qvvItG1Qk4,spotify:track:3doxURNybgE4qvvItG1Qk4,https://api.spotify.com/v1/tracks/3doxURNybgE4qvvItG1Qk4,https://api.spotify.com/v1/audio-analysis/3doxURNybgE4qvvItG1Qk4,226095,4,BAD CANDY
0,0.523,0.67,4,-5.477,1,0.0286,0.0236,2.57e-05,0.124,0.337,89.974,audio_features,5PNDfkz1cslaAcC7fk9tGE,spotify:track:5PNDfkz1cslaAcC7fk9tGE,https://api.spotify.com/v1/tracks/5PNDfkz1cslaAcC7fk9tGE,https://api.spotify.com/v1/audio-analysis/5PNDfkz1cslaAcC7fk9tGE,344493,4,Fluorite Eye's Song
0,0.353,0.926,1,-3.827,1,0.149,0.00138,5.92e-05,0.234,0.157,162.046,audio_features,1HXRps6gmF8yMZPsJ6n9Zk,spotify:track:1HXRps6gmF8yMZPsJ6n9Zk,https://api.spotify.com/v1/tracks/1HXRps6gmF8yMZPsJ6n9Zk,https://api.spotify.com/v1/audio-analysis/1HXRps6gmF8yMZPsJ6n9Zk,278656,4,from the edge
0,0.609,0.634,1,-5.669,1,0.0297,0.134,0.0,0.0878,0.449,88.004,audio_features,0LL0hFBywgFHO89WSp00xW,spotify:track:0LL0hFBywgFHO89WSp00xW,https://api.spotify.com/v1/tracks/0LL0hFBywgFHO89WSp00xW,https://api.spotify.com/v1/audio-analysis/0LL0hFBywgFHO89WSp00xW,231956,4,魔法
0,0.52,0.682,2,-5.508,1,0.0632,0.0969,0.0,0.123,0.475,169.948,audio_features,3u5ARrvauL1jRsZfOS0Fn0,spotify:track:3u5ARrvauL1jRsZfOS0Fn0,https://api.spotify.com/v1/tracks/3u5ARrvauL1jRsZfOS0Fn0,https://api.spotify.com/v1/audio-analysis/3u5ARrvauL1jRsZfOS0Fn0,261600,4,変わりゆくもの変わらないもの
0,0.558,0.86,10,-4.074,1,0.0305,0.00033,1.35e-06,0.107,0.177,139.959,audio_features,35Jqe3J7c8A2R6T5XhpBK6,spotify:track:35Jqe3J7c8A2R6T5XhpBK6,https://api.spotify.com/v1/tracks/35Jqe3J7c8A2R6T5XhpBK6,https://api.spotify.com/v1/audio-analysis/35Jqe3J7c8A2R6T5XhpBK6,282000,4,標火
0,0.393,0.75,10,-4.582,0,0.0451,0.000538,0.0,0.267,0.531,198.068,audio_features,7tciSZq2IbazfaWU90mQwk,spotify:track:7tciSZq2IbazfaWU90mQwk,https://api.spotify.com/v1/tracks/7tciSZq2IbazfaWU90mQwk,https://api.spotify.com/v1/audio-analysis/7tciSZq2IbazfaWU90mQwk,268224,4,aLIEz
0,0.592,0.769,2,-5.268,1,0.0311,0.319,4.66e-06,0.137,0.385,102.033,audio_features,4uVvqoI2sWncxvqgwRZ1H9,spotify:track:4uVvqoI2sWncxvqgwRZ1H9,https://api.spotify.com/v1/tracks/4uVvqoI2sWncxvqgwRZ1H9,https://api.spotify.com/v1/audio-analysis/4uVvqoI2sWncxvqgwRZ1H9,322147,4,ヒカレイノチ
0,0.587,0.545,1,-7.533,1,0.0265,0.0882,2.98e-06,0.0917,0.222,130.016,audio_features,2IP8yxZvYVXvaJAEEK1AIV,spotify:track:2IP8yxZvYVXvaJAEEK1AIV,https://api.spotify.com/v1/tracks/2IP8yxZvYVXvaJAEEK1AIV,https://api.spotify.com/v1/audio-analysis/2IP8yxZvYVXvaJAEEK1AIV,244854,4,Lost Game
0,0.475,0.881,7,-1.846,1,0.0407,0.033,0.0,0.0513,0.582,180.05,audio_features,3SNczkrn6bUm6zZM8i5XDe,spotify:track:3SNczkrn6bUm6zZM8i5XDe,https://api.spotify.com/v1/tracks/3SNczkrn6bUm6zZM8i5XDe,https://api.spotify.com/v1/audio-analysis/3SNczkrn6bUm6zZM8i5XDe,265987,4,Shout Baby
0,0.399,0.838,11,-3.241,1,0.0455,0.0753,0.00123,0.151,0.327,176.009,audio_features,22WF5vcNEN1KHd56QV8gsE,spotify:track:22WF5vcNEN1KHd56QV8gsE,https://api.spotify.com/v1/tracks/22WF5vcNEN1KHd56QV8gsE,https://api.spotify.com/v1/audio-analysis/22WF5vcNEN1KHd56QV8gsE,349373,4,世界の秘密
0,0.688,0.705,0,-6.58,1,0.0383,0.0972,0.0,0.215,0.361,128.037,audio_features,2qTBVFldq01eNa40hin4FV,spotify:track:2qTBVFldq01eNa40hin4FV,https://api.spotify.com/v1/tracks/2qTBVFldq01eNa40hin4FV,https://api.spotify.com/v1/audio-analysis/2qTBVFldq01eNa40hin4FV,230947,4,BEAUTIFUL
0,0.648,0.515,3,-8.411,1,0.0281,0.506,0.00141,0.0596,0.742,165.928,audio_features,4FSejBjuCSqv0NsJskPShe,spotify:track:4FSejBjuCSqv0NsJskPShe,https://api.spotify.com/v1/tracks/4FSejBjuCSqv0NsJskPShe,https://api.spotify.com/v1/audio-analysis/4FSejBjuCSqv0NsJskPShe,291564,4,HOME
0,0.312,0.726,5,-3.953,1,0.0454,0.0393,1.5e-06,0.144,0.347,118.385,audio_features,6to6TiKkMz1o7fGyxw8se5,spotify:track:6to6TiKkMz1o7fGyxw8se5,https://api.spotify.com/v1/tracks/6to6TiKkMz1o7fGyxw8se5,https://api.spotify.com/v1/audio-analysis/6to6TiKkMz1o7fGyxw8se5,253373,3,フリイジア
0,0.504,0.423,9,-8.345,0,0.028,0.525,0.015,0.133,0.435,121.026,audio_features,2eFOMxj2YfzxZP6u9OTsUm,spotify:track:2eFOMxj2YfzxZP6u9OTsUm,https://api.spotify.com/v1/tracks/2eFOMxj2YfzxZP6u9OTsUm,https://api.spotify.com/v1/audio-analysis/2eFOMxj2YfzxZP6u9OTsUm,257039,3,遠くの子守の唄
0,0.403,0.629,9,-7.459,1,0.0434,0.191,5.47e-06,0.0857,0.262,159.897,audio_features,4KfMPQprAixlYhs5BnVfKu,spotify:track:4KfMPQprAixlYhs5BnVfKu,https://api.spotify.com/v1/tracks/4KfMPQprAixlYhs5BnVfKu,https://api.spotify.com/v1/audio-analysis/4KfMPQprAixlYhs5BnVfKu,247200,4,Blessing
0,0.286,0.823,0,-4.084,0,0.051,0.166,0.0,0.378,0.532,200.159,audio_features,2g3R8innEqjZN0et6hSbVY,spotify:track:2g3R8innEqjZN0et6hSbVY,https://api.spotify.com/v1/tracks/2g3R8innEqjZN0et6hSbVY,https://api.spotify.com/v1/audio-analysis/2g3R8innEqjZN0et6hSbVY,215698,4,Stranger
0,0.422,0.896,11,-4.799,1,0.11,0.0333,0.0,0.227,0.26,175.032,audio_features,0nm0bdksXzUJwJaB4pbCa9,spotify:track:0nm0bdksXzUJwJaB4pbCa9,https://api.spotify.com/v1/tracks/0nm0bdksXzUJwJaB4pbCa9,https://api.spotify.com/v1/audio-analysis/0nm0bdksXzUJwJaB4pbCa9,261649,4,DYING WISH
0,0.653,0.871,6,-3.04,1,0.0451,0.122,0.0,0.215,0.597,99.95,audio_features,3KIHXNKBeQCxDtgcyGYaB6,spotify:track:3KIHXNKBeQCxDtgcyGYaB6,https://api.spotify.com/v1/tracks/3KIHXNKBeQCxDtgcyGYaB6,https://api.spotify.com/v1/audio-analysis/3KIHXNKBeQCxDtgcyGYaB6,234746,4,結証
0,0.461,0.591,1,-5.838,1,0.0496,0.463,0.0,0.05,0.354,99.826,audio_features,6aHFdm58mPF4YPJX3FgI0z,spotify:track:6aHFdm58mPF4YPJX3FgI0z,https://api.spotify.com/v1/tracks/6aHFdm58mPF4YPJX3FgI0z,https://api.spotify.com/v1/audio-analysis/6aHFdm58mPF4YPJX3FgI0z,212477,4,give it back
0,0.504,0.584,5,-4.027,1,0.0328,0.382,0.0,0.0723,0.378,83.573,audio_features,3NQD8vGjo6YSSzxSBz9uGg,spotify:track:3NQD8vGjo6YSSzxSBz9uGg,https://api.spotify.com/v1/tracks/3NQD8vGjo6YSSzxSBz9uGg,https://api.spotify.com/v1/audio-analysis/3NQD8vGjo6YSSzxSBz9uGg,273043,4,あなたがくれたヒカリ
0,0.625,0.94,1,-0.643,0,0.142,0.138,0.0,0.227,0.783,137.02,audio_features,4o1s691Qn6lUmFh1Bl28NG,spotify:track:4o1s691Qn6lUmFh1Bl28NG,https://api.spotify.com/v1/tracks/4o1s691Qn6lUmFh1Bl28NG,https://api.spotify.com/v1/audio-analysis/4o1s691Qn6lUmFh1Bl28NG,196307,4,BANG!!!
0,0.677,0.843,7,-4.016,0,0.0495,0.0162,0.0,0.342,0.752,97.473,audio_features,4TwD0lFw27wyvl3ZmHV9Vi,spotify:track:4TwD0lFw27wyvl3ZmHV9Vi,https://api.spotify.com/v1/tracks/4TwD0lFw27wyvl3ZmHV9Vi,https://api.spotify.com/v1/audio-analysis/4TwD0lFw27wyvl3ZmHV9Vi,216800,4,窓を開けて
0,0.69,0.423,2,-9.194,0,0.0294,0.883,0.0123,0.111,0.59,130.121,audio_features,4YYrqU4gvSMIk58wT7IhIa,spotify:track:4YYrqU4gvSMIk58wT7IhIa,https://api.spotify.com/v1/tracks/4YYrqU4gvSMIk58wT7IhIa,https://api.spotify.com/v1/audio-analysis/4YYrqU4gvSMIk58wT7IhIa,210760,4,シンパシー
0,0.592,0.786,6,-5.339,1,0.0296,0.0302,0.0,0.197,0.633,105.018,audio_features,5osgKGvGB4ZEvkw406QxDr,spotify:track:5osgKGvGB4ZEvkw406QxDr,https://api.spotify.com/v1/tracks/5osgKGvGB4ZEvkw406QxDr,https://api.spotify.com/v1/audio-analysis/5osgKGvGB4ZEvkw406QxDr,247080,4,Reincarnate
0,0.564,0.721,0,-4.041,1,0.0343,0.219,0.0,0.138,0.396,100.964,audio_features,65EY4frQ2VHOFL1lRblR3Q,spotify:track:65EY4frQ2VHOFL1lRblR3Q,https://api.spotify.com/v1/tracks/65EY4frQ2VHOFL1lRblR3Q,https://api.spotify.com/v1/audio-analysis/65EY4frQ2VHOFL1lRblR3Q,226173,4,through the dark
0,0.562,0.832,6,-4.773,0,0.105,0.0104,0.0,0.366,0.361,145.969,audio_features,49jXVAeqU0uf5taD4TNEar,spotify:track:49jXVAeqU0uf5taD4TNEar,https://api.spotify.com/v1/tracks/49jXVAeqU0uf5taD4TNEar,https://api.spotify.com/v1/audio-analysis/49jXVAeqU0uf5taD4TNEar,287000,4,"Thought I Knew ft. ra’z, Hayes"
0,0.527,0.776,8,-4.672,1,0.0625,0.104,3.95e-06,0.0812,0.159,92.923,audio_features,7i6gJOOf0oDDYW9xOyVjmN,spotify:track:7i6gJOOf0oDDYW9xOyVjmN,https://api.spotify.com/v1/tracks/7i6gJOOf0oDDYW9xOyVjmN,https://api.spotify.com/v1/audio-analysis/7i6gJOOf0oDDYW9xOyVjmN,253080,4,この夢が醒めるまで
0,0.504,0.766,3,-3.722,0,0.0404,0.0513,0.0,0.103,0.328,174.103,audio_features,6MYk0grHaGj5c8Qargw2Dg,spotify:track:6MYk0grHaGj5c8Qargw2Dg,https://api.spotify.com/v1/tracks/6MYk0grHaGj5c8Qargw2Dg,https://api.spotify.com/v1/audio-analysis/6MYk0grHaGj5c8Qargw2Dg,265773,4,CRY
0,0.673,0.231,4,-15.543,1,0.0309,0.826,0.0712,0.12,0.432,143.891,audio_features,16sWvf8J80qCiiBUKpBLIN,spotify:track:16sWvf8J80qCiiBUKpBLIN,https://api.spotify.com/v1/tracks/16sWvf8J80qCiiBUKpBLIN,https://api.spotify.com/v1/audio-analysis/16sWvf8J80qCiiBUKpBLIN,291000,4,YAMAZAKURA
0,0.561,0.686,6,-6.273,0,0.0473,0.267,0.0,0.137,0.22,89.97,audio_features,2TVFbLCdzrX0RdhWNWJmdp,spotify:track:2TVFbLCdzrX0RdhWNWJmdp,https://api.spotify.com/v1/tracks/2TVFbLCdzrX0RdhWNWJmdp,https://api.spotify.com/v1/audio-analysis/2TVFbLCdzrX0RdhWNWJmdp,227680,4,悪魔の子
0,0.459,0.878,5,-1.399,0,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,audio_features,5JJKkuYGj99dfws5MiiJSR,spotify:track:5JJKkuYGj99dfws5MiiJSR,https://api.spotify.com/v1/tracks/5JJKkuYGj99dfws5MiiJSR,https://api.spotify.com/v1/audio-analysis/5JJKkuYGj99dfws5MiiJSR,220799,4,The Rumbling
0,0.204,0.708,1,-5.425,1,0.0458,0.442,0.0,0.319,0.278,83.443,audio_features,6ZiEWet0uFRwWBCEKCQ8rY,spotify:track:6ZiEWet0uFRwWBCEKCQ8rY,https://api.spotify.com/v1/tracks/6ZiEWet0uFRwWBCEKCQ8rY,https://api.spotify.com/v1/audio-analysis/6ZiEWet0uFRwWBCEKCQ8rY,307667,4,逆夢
0,0.689,0.638,0,-7.137,1,0.0403,0.0114,0.0,0.195,0.505,108.017,audio_features,4ik2ylkYi7xBgx6C1suLTM,spotify:track:4ik2ylkYi7xBgx6C1suLTM,https://api.spotify.com/v1/tracks/4ik2ylkYi7xBgx6C1suLTM,https://api.spotify.com/v1/audio-analysis/4ik2ylkYi7xBgx6C1suLTM,169867,4,Dive Back In Time
0,0.621,0.774,5,-5.551,1,0.0372,0.085,0.0,0.139,0.51,119.959,audio_features,3yU4bAIj873n4QI2otkPO8,spotify:track:3yU4bAIj873n4QI2otkPO8,https://api.spotify.com/v1/tracks/3yU4bAIj873n4QI2otkPO8,https://api.spotify.com/v1/audio-analysis/3yU4bAIj873n4QI2otkPO8,217133,4,Your Name
0,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,audio_features,0qMip0B2D4ePEjBJvAtYre,spotify:track:0qMip0B2D4ePEjBJvAtYre,https://api.spotify.com/v1/tracks/0qMip0B2D4ePEjBJvAtYre,https://api.spotify.com/v1/audio-analysis/0qMip0B2D4ePEjBJvAtYre,237587,4,紅蓮華
0,0.335,0.92,1,-4.086,1,0.0986,0.00118,0.0,0.354,0.246,83.117,audio_features,6Mq4q5OIMO25vBsKpFdlnH,spotify:track:6Mq4q5OIMO25vBsKpFdlnH,https://api.spotify.com/v1/tracks/6Mq4q5OIMO25vBsKpFdlnH,https://api.spotify.com/v1/audio-analysis/6Mq4q5OIMO25vBsKpFdlnH,294933,4,朝が来る
0,0.627,0.778,11,-3.985,1,0.0285,0.00469,1.97e-05,0.103,0.603,122.974,audio_features,0FJ6h0nFIe3irtTsrtuevI,spotify:track:0FJ6h0nFIe3irtTsrtuevI,https://api.spotify.com/v1/tracks/0FJ6h0nFIe3irtTsrtuevI,https://api.spotify.com/v1/audio-analysis/0FJ6h0nFIe3irtTsrtuevI,266309,4,心海
0,0.596,0.896,8,-3.874,0,0.177,0.0476,0.0,0.347,0.494,134.81,audio_features,2ifJEieMAeQqNM0edwhDqs,spotify:track:2ifJEieMAeQqNM0edwhDqs,https://api.spotify.com/v1/tracks/2ifJEieMAeQqNM0edwhDqs,https://api.spotify.com/v1/audio-analysis/2ifJEieMAeQqNM0edwhDqs,239493,4,EVERBLUE
0,0.545,0.979,4,-2.8,0,0.153,0.00339,0.000118,0.0775,0.309,135.002,audio_features,23DbzwNJSLo7nkSWjODMvY,spotify:track:23DbzwNJSLo7nkSWjODMvY,https://api.spotify.com/v1/tracks/23DbzwNJSLo7nkSWjODMvY,https://api.spotify.com/v1/audio-analysis/23DbzwNJSLo7nkSWjODMvY,238587,4,紅蓮華
0,0.497,0.947,7,-3.99,1,0.061,0.0351,1.33e-05,0.191,0.302,169.995,audio_features,4ESyGBnHsW6VJRIFFrZ6Vj,spotify:track:4ESyGBnHsW6VJRIFFrZ6Vj,https://api.spotify.com/v1/tracks/4ESyGBnHsW6VJRIFFrZ6Vj,https://api.spotify.com/v1/audio-analysis/4ESyGBnHsW6VJRIFFrZ6Vj,290813,4,Tiny Light
0,0.497,0.947,7,-3.99,1,0.061,0.0351,1.33e-05,0.191,0.302,169.995,audio_features,146aGkg9R4WHI9vxtwNdS9,spotify:track:146aGkg9R4WHI9vxtwNdS9,https://api.spotify.com/v1/tracks/146aGkg9R4WHI9vxtwNdS9,https://api.spotify.com/v1/audio-analysis/146aGkg9R4WHI9vxtwNdS9,290813,4,Tiny Light
0,0.346,0.901,1,-4.617,1,0.12,0.0103,0.0,0.358,0.434,199.934,audio_features,6wDntdm888mDo458RaYjGl,spotify:track:6wDntdm888mDo458RaYjGl,https://api.spotify.com/v1/tracks/6wDntdm888mDo458RaYjGl,https://api.spotify.com/v1/audio-analysis/6wDntdm888mDo458RaYjGl,241680,4,Cry Baby
0,0.782,0.638,10,-7.378,1,0.0343,0.322,0.0,0.185,0.581,99.988,audio_features,5DfC0daqjnz1iQlOmpv2ib,spotify:track:5DfC0daqjnz1iQlOmpv2ib,https://api.spotify.com/v1/tracks/5DfC0daqjnz1iQlOmpv2ib,https://api.spotify.com/v1/audio-analysis/5DfC0daqjnz1iQlOmpv2ib,249896,4,リセット
0,0.721,0.571,10,-8.075,0,0.0585,0.391,2.64e-05,0.104,0.473,79.957,audio_features,0QLv8A8TpuUZNa3pXyIUDr,spotify:track:0QLv8A8TpuUZNa3pXyIUDr,https://api.spotify.com/v1/tracks/0QLv8A8TpuUZNa3pXyIUDr,https://api.spotify.com/v1/audio-analysis/0QLv8A8TpuUZNa3pXyIUDr,186923,4,OverThink
0,0.481,0.881,7,-1.829,1,0.0403,0.031,0.0,0.0561,0.577,180.001,audio_features,7HGaPMu9N5yeXnlJy51sOb,spotify:track:7HGaPMu9N5yeXnlJy51sOb,https://api.spotify.com/v1/tracks/7HGaPMu9N5yeXnlJy51sOb,https://api.spotify.com/v1/audio-analysis/7HGaPMu9N5yeXnlJy51sOb,263827,4,Shout Baby
0,0.685,0.83,0,-4.869,1,0.0626,0.0195,0.0,0.101,0.575,100.992,audio_features,1O8Z5URYRvYs8O8Qo1Uuja,spotify:track:1O8Z5URYRvYs8O8Qo1Uuja,https://api.spotify.com/v1/tracks/1O8Z5URYRvYs8O8Qo1Uuja,https://api.spotify.com/v1/audio-analysis/1O8Z5URYRvYs8O8Qo1Uuja,185373,4,犬姫
0,0.495,0.711,11,-4.165,1,0.0376,0.034,0.0,0.0745,0.252,85.886,audio_features,1qZC7gWAR5blkKT1DI4niR,spotify:track:1qZC7gWAR5blkKT1DI4niR,https://api.spotify.com/v1/tracks/1qZC7gWAR5blkKT1DI4niR,https://api.spotify.com/v1/audio-analysis/1qZC7gWAR5blkKT1DI4niR,234879,4,Flare
0,0.474,0.881,7,-1.846,1,0.0398,0.033,0.0,0.0513,0.587,180.0,audio_features,5j4GrEcK99AsgDspM9tCQ2,spotify:track:5j4GrEcK99AsgDspM9tCQ2,https://api.spotify.com/v1/tracks/5j4GrEcK99AsgDspM9tCQ2,https://api.spotify.com/v1/audio-analysis/5j4GrEcK99AsgDspM9tCQ2,265987,4,Shout Baby
0,0.473,0.9,11,-3.073,0,0.0511,0.00209,0.0,0.0948,0.377,186.91,audio_features,48JYYEXKNZdXuDdZvkRvaQ,spotify:track:48JYYEXKNZdXuDdZvkRvaQ,https://api.spotify.com/v1/tracks/48JYYEXKNZdXuDdZvkRvaQ,https://api.spotify.com/v1/audio-analysis/48JYYEXKNZdXuDdZvkRvaQ,293825,4,境界線
0,0.621,0.686,8,-4.89,1,0.0338,0.058,1.54e-05,0.0775,0.642,132.01,audio_features,6CDwwQF6WjyiYf2YRwjtFk,spotify:track:6CDwwQF6WjyiYf2YRwjtFk,https://api.spotify.com/v1/tracks/6CDwwQF6WjyiYf2YRwjtFk,https://api.spotify.com/v1/audio-analysis/6CDwwQF6WjyiYf2YRwjtFk,231700,4,リナリア
0,0.448,0.719,4,-5.521,1,0.0262,0.0449,1.5e-06,0.202,0.399,175.991,audio_features,2E2Ax3uzsMRM1KbzSzHfB3,spotify:track:2E2Ax3uzsMRM1KbzSzHfB3,https://api.spotify.com/v1/tracks/2E2Ax3uzsMRM1KbzSzHfB3,https://api.spotify.com/v1/audio-analysis/2E2Ax3uzsMRM1KbzSzHfB3,322223,4,Small world
0,0.491,0.583,8,-6.092,1,0.027,0.429,0.0,0.111,0.25,81.06,audio_features,6vaMxuMCYQ717jJBEJ3BcC,spotify:track:6vaMxuMCYQ717jJBEJ3BcC,https://api.spotify.com/v1/tracks/6vaMxuMCYQ717jJBEJ3BcC,https://api.spotify.com/v1/audio-analysis/6vaMxuMCYQ717jJBEJ3BcC,316494,4,Eureka (feat. kojikoji)
0,0.275,0.782,10,-4.689,1,0.0467,0.0521,2.25e-06,0.331,0.154,131.744,audio_features,4GNMgGyZcgnE4nEdYFWJGn,spotify:track:4GNMgGyZcgnE4nEdYFWJGn,https://api.spotify.com/v1/tracks/4GNMgGyZcgnE4nEdYFWJGn,https://api.spotify.com/v1/audio-analysis/4GNMgGyZcgnE4nEdYFWJGn,263720,4,Red Swan
0,0.586,0.652,1,-6.572,1,0.0343,0.154,0.00255,0.188,0.667,123.926,audio_features,0g3Nep5KmsTCCaw7GfWTKW,spotify:track:0g3Nep5KmsTCCaw7GfWTKW,https://api.spotify.com/v1/tracks/0g3Nep5KmsTCCaw7GfWTKW,https://api.spotify.com/v1/audio-analysis/0g3Nep5KmsTCCaw7GfWTKW,265333,4,Answers
0,0.543,0.9,6,-4.067,1,0.0424,0.0727,4.65e-06,0.204,0.358,111.909,audio_features,12J7XCZ4Hv4Rbg4Grkvp3Y,spotify:track:12J7XCZ4Hv4Rbg4Grkvp3Y,https://api.spotify.com/v1/tracks/12J7XCZ4Hv4Rbg4Grkvp3Y,https://api.spotify.com/v1/audio-analysis/12J7XCZ4Hv4Rbg4Grkvp3Y,257560,3,Missing Promise
0,0.509,0.965,11,-3.007,1,0.129,0.257,0.0,0.4,0.755,97.006,audio_features,2o6d0rAC9BAyPmgXnbXx1h,spotify:track:2o6d0rAC9BAyPmgXnbXx1h,https://api.spotify.com/v1/tracks/2o6d0rAC9BAyPmgXnbXx1h,https://api.spotify.com/v1/audio-analysis/2o6d0rAC9BAyPmgXnbXx1h,90000,4,我武者羅 (TV size)
0,0.423,0.827,9,-3.392,0,0.0554,0.0646,0.0,0.203,0.469,144.027,audio_features,73KPyKWmGRE3GwRrCUHmti,spotify:track:73KPyKWmGRE3GwRrCUHmti,https://api.spotify.com/v1/tracks/73KPyKWmGRE3GwRrCUHmti,https://api.spotify.com/v1/audio-analysis/73KPyKWmGRE3GwRrCUHmti,273363,4,Sincerely - English version
0,0.275,0.782,10,-4.689,1,0.0467,0.0521,2.25e-06,0.331,0.154,131.744,audio_features,0zvN9oq95bIEQjvfcdeZlX,spotify:track:0zvN9oq95bIEQjvfcdeZlX,https://api.spotify.com/v1/tracks/0zvN9oq95bIEQjvfcdeZlX,https://api.spotify.com/v1/audio-analysis/0zvN9oq95bIEQjvfcdeZlX,263720,4,Red Swan
0,0.822,0.694,0,-6.901,0,0.12,0.0433,0.000111,0.151,0.475,120.039,audio_features,4zjLytFLyTRMAvresn1MBB,spotify:track:4zjLytFLyTRMAvresn1MBB,https://api.spotify.com/v1/tracks/4zjLytFLyTRMAvresn1MBB,https://api.spotify.com/v1/audio-analysis/4zjLytFLyTRMAvresn1MBB,171333,4,Move Mountains
0,0.5,0.964,2,-4.19,1,0.124,0.00723,6.2e-05,0.0557,0.662,159.971,audio_features,7ncPjJBktLEOpstY5JOUMK,spotify:track:7ncPjJBktLEOpstY5JOUMK,https://api.spotify.com/v1/tracks/7ncPjJBktLEOpstY5JOUMK,https://api.spotify.com/v1/audio-analysis/7ncPjJBktLEOpstY5JOUMK,190607,4,一途
0,0.415,0.932,1,-2.923,1,0.0588,0.00395,0.0,0.0168,0.535,92.534,audio_features,2jjtyENFrV2g4XocVqjUGi,spotify:track:2jjtyENFrV2g4XocVqjUGi,https://api.spotify.com/v1/tracks/2jjtyENFrV2g4XocVqjUGi,https://api.spotify.com/v1/audio-analysis/2jjtyENFrV2g4XocVqjUGi,209827,4,Who are you?
0,0.784,0.574,6,-8.725,0,0.217,0.195,0.0,0.244,0.483,119.876,audio_features,12Bkie1yk9RyGrscN6QUeQ,spotify:track:12Bkie1yk9RyGrscN6QUeQ,https://api.spotify.com/v1/tracks/12Bkie1yk9RyGrscN6QUeQ,https://api.spotify.com/v1/audio-analysis/12Bkie1yk9RyGrscN6QUeQ,139995,4,BAKU (CORSAK Remix) -Sakura Chill Beats Singles
0,0.651,0.841,11,-6.29,1,0.118,0.153,7.35e-06,0.349,0.689,94.139,audio_features,3oWLxV0LKV4z2gWUOsX5zJ,spotify:track:3oWLxV0LKV4z2gWUOsX5zJ,https://api.spotify.com/v1/tracks/3oWLxV0LKV4z2gWUOsX5zJ,https://api.spotify.com/v1/audio-analysis/3oWLxV0LKV4z2gWUOsX5zJ,218467,4,Kiss Me
0,0.397,0.719,11,-6.609,1,0.0353,0.00862,0.0,0.163,0.472,184.038,audio_features,5U5ZUDFkEDbErnxGUISDI5,spotify:track:5U5ZUDFkEDbErnxGUISDI5,https://api.spotify.com/v1/tracks/5U5ZUDFkEDbErnxGUISDI5,https://api.spotify.com/v1/audio-analysis/5U5ZUDFkEDbErnxGUISDI5,232533,4,燈
0,0.671,0.76,8,-2.852,1,0.057,0.0639,0.0,0.124,0.796,107.007,audio_features,1P1PgGMrzIVMju7TOqMGBy,spotify:track:1P1PgGMrzIVMju7TOqMGBy,https://api.spotify.com/v1/tracks/1P1PgGMrzIVMju7TOqMGBy,https://api.spotify.com/v1/audio-analysis/1P1PgGMrzIVMju7TOqMGBy,216672,4,ここで息をして
0,0.53,0.822,2,-3.299,1,0.0371,0.00823,0.0,0.242,0.513,147.025,audio_features,0n099xB2P5c2ZLDazd3dgr,spotify:track:0n099xB2P5c2ZLDazd3dgr,https://api.spotify.com/v1/tracks/0n099xB2P5c2ZLDazd3dgr,https://api.spotify.com/v1/audio-analysis/0n099xB2P5c2ZLDazd3dgr,208405,4,PAINT
